Month,Fiscal_Year,Agency,Bureau,Account,Account_Number,Period_of_Performance,Expiration_Year,TAFS,Unobligated Balance (Line 2490),Budget Authority (Line 2500),Percentage Unobligated
Feb,2014,Department of Agriculture,Food and Nutrition Service,Supplemental Nutrition Assistance Program,12-3505,FY2014,2014,12-3505 /14 - Supplemental Nutrition Assistance Program,"$12,864.1M","$39,450.3M",32.6%
Feb,2014,Department of Agriculture,Risk Management Agency,Federal Crop Insurance Corporation Fund,12-4085,No Year,No Year,12-4085 /X - Federal Crop Insurance Corporation Fund,"$6,870.2M","$14,174.5M",48.5%
Feb,2014,Department of Agriculture,Food and Nutrition Service,State Child Nutrition Programs,12-3539,FY2014-FY2015,2015,12-3539 14/15 - State Child Nutrition Programs,"$1,658.2M","$11,671.8M",14.2%
Feb,2014,Department of Agriculture,Rural Utilities Service,Rural Electrification and Telecommunications Direct Loan Financi,12-4208,No Year,No Year,12-4208 /X - Rural Electrification and Telecommunications Direct Loan Financi,"$7,273.4M","$8,243.0M",88.2%
Feb,2014,Department of Agriculture,Food and Nutrition Service,"Food Stamp Program, Recovery Act",12-3542,FY2014,2014,"12-3542 /14 - Food Stamp Program, Recovery Act",$859.0M,"$6,667.4M",12.9%
Feb,2014,Department of Agriculture,Rural Utilities Service,Rural Electrification and Telecommunications Liquidating Account,12-4230,No Year,No Year,12-4230 /X - Rural Electrification and Telecommunications Liquidating Account,"$3,870.5M","$3,899.1M",99.3%
Feb,2014,Department of Agriculture,Rural Housing Service,Rural Housing Insurance Fund Guaranteed Loan Financing Account,12-4216,No Year,No Year,12-4216 /X - Rural Housing Insurance Fund Guaranteed Loan Financing Account,"$3,610.2M","$3,779.9M",95.5%
Feb,2014,Department of Agriculture,Food and Nutrition Service,"Special Supplemental Nutrition Program for Women, Infants, and C",12-3510,FY2014-FY2015,2015,"12-3510 14/15 - Special Supplemental Nutrition Program for Women, Infants, and C",$18.7M,"$3,760.8M",0.5%
Feb,2014,Department of Agriculture,Natural Resources Conservation Service,Farm Security and Rural Investment Programs,12-1004,FY2014,2014,12-1004 /14 - Farm Security and Rural Investment Programs,"$2,287.8M","$3,433.2M",66.6%
Feb,2014,Department of Agriculture,Rural Housing Service,Rural Housing Insurance Fund Direct Loan Financing Account,12-4215,No Year,No Year,12-4215 /X - Rural Housing Insurance Fund Direct Loan Financing Account,"$2,412.8M","$2,953.9M",81.7%
Feb,2014,Department of Agriculture,Forest Service,Wildland Fire Management,12-1115,No Year,No Year,12-1115 /X - Wildland Fire Management,"$2,082.2M","$2,840.7M",73.3%
Feb,2014,Department of Agriculture,Food and Nutrition Service,Supplemental Nutrition Assistance Program,12-3505,FY2013-FY2014,2014,12-3505 13/14 - Supplemental Nutrition Assistance Program,"$2,194.5M","$2,546.4M",86.2%
Feb,2014,Department of Agriculture,Forest Service,National Forest System,12-1106,No Year,No Year,12-1106 /X - National Forest System,"$1,633.5M","$2,208.8M",74.0%
Feb,2014,Department of Agriculture,Agricultural Research Service,Salaries and Expenses,12-1400,FY2014,2014,12-1400 /14 - Salaries and Expenses,$992.7M,"$1,372.5M",72.3%
Feb,2014,Department of Agriculture,Farm Service Agency,Agricultural Credit Insurance Fund Direct Loan Financing Account,12-4212,No Year,No Year,12-4212 /X - Agricultural Credit Insurance Fund Direct Loan Financing Account,$22.8M,"$1,187.0M",1.9%
Feb,2014,Department of Agriculture,Farm Service Agency,Tobacco Trust Fund,12-8161,No Year,No Year,12-8161 /X - Tobacco Trust Fund,$937.3M,"$1,183.2M",79.2%
Feb,2014,Department of Agriculture,Food and Nutrition Service,State Child Nutrition Programs,12-3539,FY2013-FY2014,2014,12-3539 13/14 - State Child Nutrition Programs,$257.1M,"$1,172.4M",21.9%
Feb,2014,Department of Agriculture,Rural Housing Service,Rental Assistance Program,12-0137,FY2014,2014,12-0137 /14 - Rental Assistance Program,$376.2M,"$1,110.0M",33.9%
Feb,2014,Department of Agriculture,Food Safety and Inspection Service,Salaries and Expenses,12-3700,FY2014,2014,12-3700 /14 - Salaries and Expenses,$582.0M,"$1,001.0M",58.1%
Feb,2014,Department of Agriculture,Rural Housing Service,Rural Community Facility Direct Loans Financing Account,12-4225,No Year,No Year,12-4225 /X - Rural Community Facility Direct Loans Financing Account,$870.8M,$999.4M,87.1%
